Title,Content,Date
Lithium' Is A Homage To A Drug — And To The Renegade ...,"Brown, a practicing psychiatrist and university professor of more than 40 
 years, seems to have been drawn to write Lithium: A Doctor, A Drug and a 
 Breakthrough ...",14 Aug 2019
"India Lithium Ion Cell and Battery (LFP, NMC, LCO, MCA and ...","Lithium Cobalt Oxide batteries has high specific energy with moderate load 
 capabilities and modest service life. Lithium Nickel Cobalt Aluminum Oxide 
 (NCA) ...",14 Aug 2019
Iron Batteries | Could Iron Replace Lithium in Batteries?,"“The major limitations of lithium-ion batteries are the unavailability of 
 lithium in conjunction with the safety issues,"" said M.V. Sangaranarayanan, 
 a ...",14 Aug 2019
The farmers who worry about our phone batteries,"Sara says that lithium mining on the Atacama is using up all the fresh 
 water in the region's aquifers - layers of porous rock beneath the soil 
 which act as ...",15 Aug 2019
"Nobel prize honors lithium batteries, and Huawei is prepared ...","Lithium batteries can help them meet all these requirements. Telecom base 
 station. During the process of 5G evolution, the total power consumption of 
 a site ...",15 Aug 2019
Panasonic may set up li-ion battery module assembly unit in India,"Lithium also has other uses such as in mobile phone batteries and solar 
 panels. As EVs gain prominence in the domestic market, multinational 
 companies in the ...",16 Aug 2019
‘Lithium’ Review: A Mysterious Balm for Mania,"Lithium, a silvery-white metallic element, is abundant in natural sources, 
 including rocks and seawater. It is highly reactive, however, ...",16 Aug 2019
"Germany hopes to mine lithium, the white gold of e-mobility","But this time around, the focus is no longer on tin or tungsten but on 
 lithium, as Hardy Graupner reports. Erzgebirge region in Eastern Germany.",19 Aug 2019
Lithium Americas Completes US$160 Million Project ...,"(“Ganfeng Lithium”) subscribed for newly issued shares of Minera Exar S.A. 
 (“Minera Exar”), the holding company for the Caucharí-Olaroz lithium brine 
 project in ...",19 Aug 2019
Lithium fluoride crystals 'see' heavy ions with high energies,"Lithium fluoride crystals have recently been used to register the tracks of 
 nuclear particles. Physicists from the Institute of Nuclear Physics of 
 the ...",19 Aug 2019
"BEI beri subsidi ke anggota bursa untuk kembangkan fasilitas tampilan 
 notasi khusus","... Tahun Depan, HK Realtindo Kembangkan Aset Potensial Induk Usaha · 
 Investasi Rio Tinto di Tambang Lithium Serbia Senilai US$ 2,4 Miliar, 
 Banyak Diprotes ...",19 Aug 2019
The attractiveness of Lithium extraction from geothermal brines over others,"A fantastic article shared recently provides an excellent overview of what 
 makes the extraction of Lithium from geothermal brine so attractive over 
 other ...",20 Aug 2019
"Australian firm reports substantial lithium resources in geothermal brine 
 in the Upper Rhine, Germany","Australian mining player Koppar Resources provided an update on its Vulcan 
 Lithium Project in the Upper Rhine Valley in Germany, reporting large 
 resources ...",20 Aug 2019
ZONTES R 310 (2019 - on) Review,"... when i took it to the dealer he said zontes were aware of the 
 problem... changed the battery from lithium to gel, removed the remote 
 charge point, ...",20 Aug 2019
Main culprit behind lithium metal battery failure,"Date: August 21, 2019; Source: University of California - San Diego; 
 Summary: Researchers have discovered the root cause of why lithium metal 
 batteries fail ...",21 Aug 2019
7 comments on “Do lithium-ion batteries follow Moore's Law?”,"Whether it's your cell phone or laptop, electric or hybrid vehicle, chances 
 are that there's a lithium-ion battery powering it. Investments in the 
 technology ...",22 Aug 2019
Tesla Has Great Potential In Asia Beyond China,"... The California Blackout That Wasn't · Using Direct Lithium Extraction 
 To Secure U.S. Supplies · Ford Books 120,000 Reservations For F-150 
 Lightning ...",24 Aug 2019
Lithium: the gripping history of a psychiatric success story,"Lithium: the gripping history of a psychiatric success story. The treatment 
 for bipolar disorder was discovered through an unlikely route. Douwe 
 Draaisma ...",26 Aug 2019
This self-charging mining truck is the world's largest electric vehicle,"Kuhn Schweitz removed the six-cylinder engine and replaced it with motors 
 that draw electricity from a 9,000-pound, 600-kWh lithium-ion battery pack.",26 Aug 2019
Cause Of Lithium Metal Battery Failure May Be Solved By New Study,"No, they do not fail due to the growth of the solid electrolyte interphase 
 (SEI)... Lithium metal batteries are a big promise. They could have twice 
 the energy ...",27 Aug 2019
"EV battery suppliers face glut of lithium, tight supply of other ...","Lithium is a critical ingredient for today's electric-vehicle batteries. 
 Although a host of chemistries show promise—such as sodium-ion, 
 fluoride-ion, ...",28 Aug 2019
Cobalt: Essential for Batteries and Bright Blues,"The rechargeable lithium ion batteries in your smartphone, tablet and 
 electric ... along with other metals like lithium, nickel and manganese, 
 inside these ...",28 Aug 2019
Lithium Metal Batteries | Could Lithium Metal Replace Lithium ...,"Lithium metal batteries would have a number of uses, from smartphones to 
 electric cars, if they could just stop doing one thing during lab testing: 
 exploding ...",29 Aug 2019
"Lithium: A Doctor, A Drug, And A Breakthrough","Walter Brown, a professor at Brown University, joins Cool Science Radio. 
 Brown explored the story of what he calls the “wildly unsung” 1949 
 discovery of lithium ...",29 Aug 2019
6 things to know about Trudeau's First-Time Home Buyer ...,"SQM Told to Resubmit Compliance Plan as Lithium Scrutiny Grows · Line 3 
 opponents descend on Minnesota Capitol to seek a stop.",30 Aug 2019
Australian lithium miners submerged by low prices,"MELBOURNE (Reuters) - Having raced to ramp up lithium production over the 
 past five years to exploit surging prices, Australian producers are now 
 scrambling ...",2 Sep 2019
Coating could lead to commercial lithium-metal batteries,"Lithium metal batteries could offer far better energy density and much 
 lower weight than current lithium-ion technology as they replace heavier 
 graphite with ...",2 Sep 2019
"Accelerating Geothermal Lithium Extraction Technology - Panel at the GRC 
 Annual Meeting","A panel discussion on the extraction of lithium from geothermal brine will 
 be held on September 16 as part of this year's GRC Annual Meeting ...",2 Sep 2019
"GHH, Mine Master equipment available in Turkey","23 AUG 2021. AMG building industrial lithium battery · Power / Remote 
 power. 23 AUG 2021. Future of Mining.",2 Sep 2019
China's CATL buys into beaten down Australian lithium miner Pilbara,"MELBOURNE (Reuters) - Chinese battery firm CATL has taken a stake in 
 Australian lithium miner Pilbara Minerals, both companies said on 
 Wednesday, ...",3 Sep 2019
Albemarle Struggles as Lithium Prices Continue to Fall,"One key metal, lithium, has seen its prices fall by more than 40% in the 
 past year, a decline that has eaten into the profit margins of top 
 producers and ...",3 Sep 2019
A Look At The Top 5 Lithium-Ion Battery Manufacturers In 2019,"No matter which way you look at it, lithium ion (""Li-ion"") battery demand 
 is set to surge about 10 fold between 2018 and 2030 (see BNEF chart below).",4 Sep 2019
China’s CATL to buy stake in Australian lithium miner Pilbara,"The capital will help Pilbara Minerals ramp up its main Pilgangoora asset 
 and also fund a processing facility in South Korea to produce lithium 
 hydroxide for ...",4 Sep 2019
Report: POSCO to set up lithium processing plant in S. Korea ...,"POSCO recently finalized a deal with lithium miner Pilbara Minerals Ltd. in 
 Australia to set up a joint venture in Gwangyang, South Jeolla Province, 
 that can ...",4 Sep 2019
Heat Can Be Particularly Dangerous For People With Mental ...,"One example is Lithium, a drug used to treat bipolar disorder, which 
 Duckworth says can increase the risk of dehydration, especially on hotter 
 days.",4 Sep 2019
Lithium Battery company Lithium Werks acquiring System ...,"05, 2019 (GLOBE NEWSWIRE) -- Lithium Werks B.V. (www.lithiumwerks.com), a 
 fast-growing lithium-ion battery and portable power solutions group, 
 announces the ...",5 Sep 2019
The right place at the right time - Hell's Kitchen Lithium and Geothermal,"Controlled Thermal Resources (CTR) continues work on its Hell's Kitchen 
 Lithium and Geothermal project that aims to combine extraction of Lithium 
 and ...",6 Sep 2019
"In lab secrets, Tesla is talking about 20-year lithium ion batteries","Researchers have found that over three years of testing lithium ion NMC532 
 graphite battery cells have the potential to stay structurally sound long 
 enough ...",9 Sep 2019
Calcium Batteries | Could Calcium Replace Lithium in Batteries,"Research predicts that the global lithium ion battery market will be worth 
 $ 81.65 billion by 2021. But with that growth comes a suite of challenges. 
 There's ...",9 Sep 2019
Why lithium has turned from gold to dust for investors,"“Lithium supply is growing far quicker than lithium demand and this can be 
 said for all battery materials as the EV pick up rate is not expected to 
 really start ...",9 Sep 2019
Everything you need to know about the Volkswagen ID.3,"It's taller though, 70mm loftier overall than an e-Golf and you sit 17mm 
 higher, to accommodate the vast slab of lithium-ion beneath your backside.",9 Sep 2019
World's biggest lithium plant switched on south of Perth,"Tianqi Lithium's Kwinana plant. The lithium market has dulled as supply was 
 saturated from the nine spodumene (lithium ore) mines that came online by 
 2019 and ...",11 Sep 2019
"CN Rail CFO warns of 'softening' economy, with ...","SQM Told to Resubmit Compliance Plan as Lithium Scrutiny Grows · Line 3 
 opponents descend on Minnesota Capitol to seek a stop.",11 Sep 2019
"Brazilian lithium producer Sigma in talks with Tesla, other automakers","BELO HORIZONTE, Brazil (Reuters) - Brazil-based lithium startup Sigma 
 Lithium Resources Corp · Sigma, which recently received its license to 
 begin hard rock ...",12 Sep 2019
FutureCat plugs into next generation of lithium-ion batteries,"A multidisciplinary team of researchers is setting out to develop the next 
 generation of lithium-ion batteries. The result is expected to be batteries 
 with ...",12 Sep 2019
"Australia's Pilbara Minerals, POSCO form JV for South Korean ...","Lithium producer Pilbara will initially hold a 21% interest in the venture 
 with an option to increase to 30%. An existing offtake agreement for 
 spodumene ...",12 Sep 2019
"Bolivia, with huge untapped reserves, gears up for soaring lithium demand","Bolivia, among the poorest countries in South America, sits on one of the 
 world's largest lithium reserves, at the Salar de Uyuni -- or Uyuni Salt 
 Flats ...",15 Sep 2019
Lithium-ion Battery Production & Capacity Expansion - Global ...,"Lithium-ion Battery Production & Capacity Expansion - Global Industry 
 Forecasts to 2025: Supply-Demand, Manufacturing, Raw Material Supply, 
 Gigafactories, ...",16 Sep 2019
"Chile taps China, Japan in lithium-for-tech push, faces tough sell","SANTIAGO (Reuters) - Chile is making a renewed push for battery technology 
 investment in return for access to its lithium deposits, piquing interest 
 from ...",17 Sep 2019
9 Stocks That Are Ready for a Comeback | Stock Market News ...,"... company that is also one of the world's largest and lowest cost lithium 
 producers. Lithium prices have plummeted more than 40% in the past year, ...",18 Sep 2019
Lithium Australia achieves recycling breakthrough after ...,"Lithium Australia has used proprietary technology to recover 99% pure 
 lithium phosphate from spent batteries.",19 Sep 2019
Scientists Develop ‘Nanochains’ to Increase Lithium-Ion Battery Capacity,"How long the battery of your phone or computer lasts depends on how many 
 lithium ions can be stored in the battery's negative electrode material.",19 Sep 2019
Hyundai Motor completes Global Open Innovation Network,"And Afghanistan is sitting on deposits estimated to be worth $1 trillion or 
 more, including what may be the world's largest lithium reserves -- if 
 anyone ...",22 Sep 2019
"Biodégradables, recyclés, réparables… quand les produits high-tech se 
 mettent au vert","... toxiques (arsenic, mercure, cadmium, lithium…), de plastiques 
 impossibles à recycler ou encore de métaux précieux (manganèse, cobalt, 
 argent, barium…).",22 Sep 2019
Tianqi Lithium in supply deal with Sweden's Northvolt,"Tianqi Lithium Kwinana, which recently launched a processing plant in 
 Western Australia, will supply lithium hydroxide, a chemical used in 
 electric vehicle (EV) ...",24 Sep 2019
"This Breakthrough Lithium Extraction Technology Could Accelerate The 
 Sustainable Energy Transition","A breakthrough nanotechnology from cleantech start-up EnergyX promises to 
 revolutionise the speed, cost and sustainability of accessing the world's 
 lithium ...",24 Sep 2019
NACCO subsidiary Sawtooth gets mining contract for Thacker ...,"Lithium Americas has stated that the mining operation for the project “is 
 planned as a simple and low-cost open-pit mine using a small fleet of 
 surface ...",25 Sep 2019
First fully rechargeable carbon dioxide battery with carbon ...,"Lithium-carbon dioxide batteries are attractive energy storage systems 
 because they have a specific energy density that is more than seven times 
 greater ...",26 Sep 2019
Canadian lithium-tech companies find traction amid rise of electric cars,"Canadian lithium-tech companies find traction amid rise of electric cars. 
 Canada's mainstream lithium miners continue to struggle suggesting the next 
 wave of ...",26 Sep 2019
"Emerging Trends, Drivers and Challenges in the Lithium-ion ...","The Lithium-Ion Battery Management Systems for Vehicles Market can be 
 broadly categorized into the following application segment: Automotive; 
 Industrial ...",27 Sep 2019
"We Pick Our Favorite 2020 Toyota Army Green Between 4Runner, Tundra, 
 Sequoia and Tacoma","Refresh Your Toyota Prius C With A Lithium Upgrade From NexPower · Prolong 
 Battery Repair Kit Saved My Toyota Camry Hybrid.",27 Sep 2019
"Dave Grohl cries “a little bit” as Weezer cover Nirvana’s ‘Lithium’ at Rock 
 in Rio","Dave Grohl cries “a little bit” as Weezer cover Nirvana's 'Lithium' at Rock 
 in Rio. He says he misses playing the song by his former band. By Will ...",29 Sep 2019
The aluminium battery set to be far more powerful than lithium ...,"Aluminium has been long been seen as a better potential base for batteries 
 than lithium as it is able to exchange three electrons for every ion, 
 compared to one ...",30 Sep 2019
"Lithium Americas boosts budget, production target for Argentina project","Sept 30 (Reuters) - Lithium Americas Corp on Monday boosted its budget and 
 production forecast for Argentina's Cauchari-Olaroz lithium brine 
 project, ...",30 Sep 2019
EMERGING MARKETS-Latam markets subdued as trade woes persist,"Chile's assets came under pressure after data showed its production of both 
 copper and lithium jumped in August, although its manufacturing 
 production ...",30 Sep 2019
A plan to stay safe with lithium-ion batteries,"In the aftermath of a high-profile fire at a lithium-ion battery facility, 
 the Energy Storage Association has launched a model emergency response plan.",1 Oct 2019
Sigma Lithium Announces a Positive Feasibility Study with ...,"Positive results confirm an after tax NPV of US$ 249 million with cash 
 operating costs for the Xuxa deposit of US$238 per tonne of battery grade 
 6% lithium ...",1 Oct 2019
Unearthing the UK's lithium potential,"“Lithium is almost irreplaceable, it's an essential element of the electric 
 era,” believes Jeremy Wrathall, CEO of mining company Cornish Lithium.",2 Oct 2019
Top producer says lithium prices to keep falling - MINING.COM,"Despite the lofty expectations for demand from electric vehicles, where 
 lithium-ion batteries dominate, prices for the raw material are now 
 languishing at ...",2 Oct 2019
Lithium puts South America at a crossroads,"Firstly, the countries of the so-called 'lithium triangle' – Argentina, 
 Bolivia and Chile – possess 68% of global reserves of the mineral in brine 
 form, which ...",3 Oct 2019
Kerman to work on another lithium project in Western Australia,"Kerman Contracting says it has been awarded a contract by Albemarle Lithium 
 on the greenfield lithium hydroxide production plant in Kemerton, ...",3 Oct 2019
A rechargeable carbon dioxide-consuming battery recycles CO2,"Lithium-carbon dioxide batteries consist of two electrodes—an anode made of 
 lithium and a cathode made of carbon—and an electrolyte that shuttles 
 charged ...",3 Oct 2019
New lithium-ion traction battery 'cuts costs by up to 50%',"Ideal for use in forklifts and pallet jacks, the new evoTractionBattery can 
 replace lead-acid batteries thanks to a standardised lithium-ion 
 solution, ...",4 Oct 2019
« Le regard bleu de Kurt » ou la nostalgie d'une jeunesse ...,"« Lithium » retentit dans le théâtre et Flora Izacard, notre musicienne, 
 entame un pogo endiablé. C'est gai, violent et triste à la fois, comme 
 l'adolescence.",7 Oct 2019
Bolivians protest over lithium deal with German company,"The raw material is key to expanding battery cell production for electric 
 cars. Lithium in Uyuni salt pans.",8 Oct 2019
Nobel chemistry prize: Lithium-ion battery scientists honoured,"Three scientists have been awarded the 2019 Nobel Prize in Chemistry for 
 the development of lithium-ion batteries. John B Goodenough, M Stanley 
 Whittingham ...",9 Oct 2019
2019 Nobel Prize in chemistry goes for pioneering lithium-ion batteries,"Today's winners were honored for pioneering the lithium-ion battery. 
 Lightweight and rechargeable, these batteries can be found in everything 
 from portable ...",9 Oct 2019
"Makers of lithium-ion battery win Nobel Prize in Chemistry: Here’s all you 
 need to know","The 2019 Nobel Prize in Chemistry has been awarded to Stanley Whittingham, 
 John Goodenough and Akira Yoshino for their development of the 
 lithium-ion ...",9 Oct 2019
"If you use a phone, thank these 3 lithium-ion battery pioneers","Since then, lithium-ion batteries have brought the greatest benefit to 
 humankind. They allowed for the development of laptop computers, mobile 
 phones, electric ...",9 Oct 2019
Binghamton University professor wins Nobel Prize in ...,"Distinguished Professor M. Stanley Whittingham and two others awarded Nobel 
 for development of lithium-ion batteries.",9 Oct 2019
Nobel Prize in Chemistry 2019: Lithium-ion batteries,"The foundation of the lithium-ion battery was laid during the oil crisis in 
 the 1970s. Stanley Whittingham worked on developing methods that could lead 
 to ...",9 Oct 2019
Australia's lithium sector consolidates in weak market,"Its abundance of hard rock lithium, which can be converted into lithium 
 hydroxide for battery manufacturers, has attracted industry leaders such as 
 Chile's SQM, ...",9 Oct 2019
"Nobel Prize in Chemistry: how lithium ion battery inventors changed the 
 world","These three world-leading scientists deserve enormous credit for their 
 contributions to lithium ion battery (LIB) technology. The decision to 
 award more ...",9 Oct 2019
Nobel Prize in Chemistry goes to development of lithium ...,"This lithium-ion battery that powers electric cars is one of many 
 commercial products made possible by the research honored by this year's 
 chemistry Nobel.",9 Oct 2019
"Highly charged story': chemistry Nobel goes to inventors of lithium-ion 
 batteries","L-R: John Goodenough; Stanley Whittingham; Akira Yoshino. Niklas 
 Elmehed/Royal Swedish Acad. Sci. Lithium batteries have substantial 
 advantages over previous ...",9 Oct 2019
Chemistry Nobel honours world-changing batteries,"John Goodenough, Stanley Whittingham and Akira Yoshino receive the prize 
 for their development of lithium-ion rechargeable batteries.",9 Oct 2019
Nobel prize in chemistry goes to developers of lithium-ion batteries,"Lithium is the lightest metal, so using lithium ions makes batteries 
 lighter. However, the negative electrode, or anode, consisted partly of 
 metallic lithium, ...",9 Oct 2019
"The Science Behind The Lithium-Ion Battery Research That Won 2019’s Nobel 
 Prize In Chemistry","Lithium is the third element in the periodic table, and the lightest metal. 
 By losing the electron ... [+] ...",9 Oct 2019
High-Energy Award: Lithium Batteries Win 2019 Nobel Prize ...,"High-Energy Award: Lithium Batteries Win 2019 Nobel Prize in Chemistry. The 
 power packs drive mobile phones, laptops, electric cars and solar panels. 
 By Josh ...",9 Oct 2019
Nobel Prize in chemistry winners developed lithium-ion batteries,"The lithium-ion battery story started during the oil crises of the 1970s, 
 when companies like Exxon began investing in oil alternatives and new 
 energy ...",9 Oct 2019
Three win Nobel in Chemistry for work on lithium-ion batteries,"Lithium-ion batteries are used globally to power the portable electronics 
 that we use to communicate, work, study, listen to music and search for 
 knowledge.",9 Oct 2019
University of Chicago alum John B. Goodenough shares ...,"Goodenough shares Nobel Prize for invention of lithium-ion battery. John 
 Goodenough. Prof. John Goodenough, SM'50, PhD'52, said of his Nobel ...",9 Oct 2019
Nobel Prize in Chemistry Awarded to Developers of Lithium-Ion Batteries,"We rely on lithium-ion batteries to deliver this conversation,” said Paul 
 Shearing, a chemical-engineering professor at University College London, in 
 a ...",9 Oct 2019
Lithium-ion battery pioneers nab 2019 Nobel Prize in Chemistry,"“The lithium-ion battery is shaping the modern world in ways that couldn't 
 have been anticipated when it was first discovered,” says Gavin Harper, ...",9 Oct 2019
Developers of lithium-ion batteries win Nobel Prize in chemistry,"Used in everything from laptops and smartphones to Elon Musk's Tesla 
 vehicles, lithium-ion batteries, which are rechargeable, play an incredibly 
 important ...",9 Oct 2019
Lithium-Ion Batteries Work Earns Nobel Prize in Chemistry for 3 Scientists,"John B. Goodenough, M. Stanley Whittingham and Akira Yoshino will share the 
 prize, which is worth about $900,000. “Lithium-ion batteries are a great 
 example ...",10 Oct 2019
New electrolyte stops rapid performance decline of next ...,"The lithium-ion battery is ubiquitous. Because of its versatility, this 
 battery can be tailored to powering cell phones, laptops, power tools or 
 electric ...",10 Oct 2019
Sayona builds team to bid for North American Lithium,"Sayona, which is developing the hard rock Authier lithium project in 
 Quebec, sees synergies between its project and NAL's lithium mine and 
 concentrate operation ...",10 Oct 2019
6 Ways to Protect the Kidneys While Prescribing Lithium,"Bipolar disorder itself is a risk factor for renal impairment, and myths 
 abound about lithium's effect on the kidneys. Here are tips to mitigate 
 potential ...",10 Oct 2019
Lithium ion Nobel Prize shows how individual brainstorms add ...,"Lithium ions are lithium atoms that have given up one electron. Once these 
 components are assembled into a battery they immediately start interacting 
 with each ...",11 Oct 2019
Lithium Battery Dreams Get a Rude Awakening in South ...,"South America controls about 70% of the world's reserves of lithium, the 
 metal used in rechargeable batteries for mobile phones and electric 
 vehicles, ...",11 Oct 2019
Nobel Prize: Lithium Ion Battery Creators Led a Revolution,"... the Nobel Prize in chemistry was awarded to John Goodenough, Stanley 
 Whittingham and Akira Yoshino for their work developing the lithium-ion 
 battery.",11 Oct 2019
Evolution in China's lithium supply chain paves way for ...,"The most commonly produced lithium-ion batteries in China are lithium iron 
 phosphate (LFP), lithium manganese oxide (LMO), lithium 
 nickel-cobalt-manganese (Li- ...",11 Oct 2019
Climate Impacts,"A conveyor belt sends lithium ion batteries to be shredded · EV Battery 
 Recycling. Strategies for recycling lithium-ion batteries will help the 
 continued ...",13 Oct 2019
Scientists pinpoint cause of harmful dendrites and whiskers in ...,"Scientists have uncovered a root cause of the growth of needle-like 
 structures -- known as dendrites and whiskers -- that plague lithium 
 batteries, sometimes ...",14 Oct 2019
"Minerals arm of EnergySource successful in Lithium extraction from 
 geothermal","California-based EnergySource Minerals announces having successfully 
 developed a lithium extraction technology platform at the geothermal power 
 plant of ...",14 Oct 2019
"Lithium will fuel the clean energy boom. This company may have a 
 breakthrough","Featherstone geothermal plant near the Salton Sea. Inside the container is 
 equipment for the company's lithium extraction process. (Carolyn Cole / Los 
 Angeles ...",14 Oct 2019
Bacanora and Ganfeng ink Sonora lithium project investment ...,"Bacanora Lithium (AIM: BCN) announced on Monday that the previously 
 announced strategic investment by Chinese firm Ganfeng Lithium has been 
 completed, ...",14 Oct 2019
A carbon scaffold to boost lithium-sulfur performance,"Scientists at Singapore's Agency for Science, Technology and Research have 
 developed a new method to produce lithium-sulfur based cathodes which 
 exhibit ...",14 Oct 2019
Looking beyond lithium — renewable battery technologies,"NCM (lithium nickel cobalt manganese oxide) cathodes are a key area of 
 development. NCM batteries combine the high specific energy of nickel with 
 the stability ...",15 Oct 2019
Russia's Rosatom may buy controlling stake in Chile lithium project,"MOSCOW/SANTIAGO (Reuters) - Uranium One Group, a subsidiary of Russia's 
 state nuclear company Rosatom, may buy a controlling stake in a lithium 
 project in ...",15 Oct 2019
Lithium-ion battery development takes Nobel,"Lighter and more compact than the rechargeable batteries that preceded 
 them, lithium-ion batteries are now moving beyond gadgets to power homes, 
 airplanes, and ...",18 Oct 2019
Nobel Laureate Prof. John B. Goodenough discusses lithium ...,"Before Lithium-Ion Batteries. The research on the modern rechargeable 
 batteries initiated in the 1960s, marked by the pioneering work of German 
 scientist R.",18 Oct 2019
Lithium Exposure During Pregnancy and the Postpartum ...,"Uncertainty surrounds the risks of lithium use during pregnancy in women 
 with bipolar disorder. The authors sought to provide a critical appraisal 
 of the ...",18 Oct 2019
This lithium-ion battery won't catch fire,"A flexible lithium-ion battery built to operate under extreme 
 conditions—including cutting, submersion, and simulated ballistic 
 impact—can now add ...",21 Oct 2019
"October 21, 2019 Lithium Americas Appoints Dr. Yuan Gao to ...","VANCOUVER, British Columbia, Oct. 21, 2019 (GLOBE NEWSWIRE) -- Lithium 
 Americas Corp. (TSX: LAC) (NYSE: LAC) (""Lithium Americas"" or the ""Company"") 
 today ...",21 Oct 2019
In-building wireless best practices — an eBook,"New salts for next-gen lithium-ion batteries · Protective shells developed 
 for silver nanowires · ATO Second Commissioner to present 2021 Pearcey 
 Oration.",21 Oct 2019
Rio Tinto has ‘eureka moment’ with California lithium discovery,"The London-based miner said it could become the largest producer of lithium 
 for batteries in the US if it can successfully process the rock on a larger 
 scale.",22 Oct 2019
Why Most Smartphone Devices Use Lithium-Ion Batteries,"Lithium-ion batteries are incredibly popular these days. You can find them 
 not just on smartphones but on laptops, PDAs, cars, and iPods.",23 Oct 2019
"Former Implats CEO, David Brown, backs Darwendale to take ...","... converters to limit auto emissions, at a time when vehicle 
 manufacturers are boosting production of electric cars powered by lithium 
 batteries.",23 Oct 2019
Lithium supply is set to triple by 2025. Will it be enough,"Lithium prices plummeted in 2019, as the market tipped into oversupply and 
 EV growth slowed. Production of the battery metal is set to almost triple 
 by 2025 ...",24 Oct 2019
Chile protesters block access to lithium operations: local leader,"SANTIAGO (Reuters) - Protesters from indigenous communities around Chile's 
 Atacama salt flats, among the world's richest reserves of lithium, have 
 blocked ...",25 Oct 2019
Livent's Move for Lithium Market Share Is Crushing Its Stock,"At a time when other major lithium producers are slashing production growth 
 plans, Livent is plowing full steam ahead. Wall Street hates the idea, ...",25 Oct 2019
How lithium dendrites form in liquid batteries,"Conventional rechargeable lithium (Li)–ion batteries generally use graphite 
 as the anode, where Li ions are stored in the layered graphite.",25 Oct 2019
"Companies set up plants to tap $1-billion business in recycling Li-ion 
 batteries","JMK Research, a Delhi-based power consultancy and advisory firm, estimates 
 the recycling market in India to pick up from 2022 when lithium-ion 
 batteries, ...",28 Oct 2019
American Manganese receives initial lithium-ion battery ...,"American Manganese receives initial lithium-ion battery recycling test 
 results. The test results produced high-quality nickel-cobalt hydroxide 
 from the ...",28 Oct 2019
Newmont Goldcorp approves Tanami Expansion 2,"23 AUG 2021. AMG building industrial lithium battery · Power / Remote 
 power. 23 AUG 2021. Future of Mining.",28 Oct 2019
In and out with 10-minute electrical vehicle recharge | Penn ...,"Lithium-ion batteries degrade when rapidly charged at ambient temperatures 
 under 50 degrees Fahrenheit because, rather than the lithium ions smoothly 
 being ...",30 Oct 2019
Livent to spend $18M to boost lithium production in Bessemer ...,"Livent Corp. is spending up to $18 million to boost lithium production by 
 50% at its Bessemer City plant. That facility, which has been making a 
 primary ...",30 Oct 2019
In and out with 10-minute electrical vehicle recharge,"Lithium-ion batteries degrade when rapidly charged at ambient temperatures 
 under 50 degrees Fahrenheit because, rather than the lithium ions smoothly 
 being ...",30 Oct 2019
Lithium Iron Phosphate Batteries Market Worth $10.6 Billion ...,"Rising demand for electric and hybrid electric vehicles and high 
 requirement of renewable energy storage are driving the lithium iron 
 phosphate batteries ...",30 Oct 2019
Will lithium-air batteries ever take flight?,"Electric planes are a possible solution, but better batteries are needed to 
 power large aircraft for long distances. Lithium-air batteries, one of the 
 most ...",30 Oct 2019
Shedding new light on charging lithium-ion batteries,"Typically, lithium-ion batteries for vehicles are slowly charged to obtain 
 a complete electrochemical reaction. This reaction involves removing 
 lithium from ...",31 Oct 2019
"Not The Best Deal: Albemarle Pays $1.3 Billion For A Lithium Asset— And 
 Closes It","Too much lithium and not enough demand for the battery-making material have 
 hit the Australian expansion plans of U.S.-based specialty chemical 
 maker ...",1 Nov 2019
Nearly all your devices run on lithium batteries. Here's a Nobel ...,"Lithium ion batteries revolutionised the way we use, manufacture and charge 
 our devices. They're used to power mobile phones, laptops and even electric 
 cars ...",1 Nov 2019
Bolivia scraps joint lithium project with German company,"The Bolivian government has cancelled a joint partnership with Germany's 
 privately owned ACI Systems Alemania (ACISA) to develop a massive lithium 
 project.",4 Nov 2019
Bolivia walks away from lithium project with German company ...,"The company, which employs about 20 people, was created solely to focus on 
 building the now botched lithium mine in the Salar de Uyuni and had 
 committed a $1.3 ...",4 Nov 2019
Lithium batteries – 1.2m tons ready for recycling by 2030,"Prolific use of lithium-ion storage in portable electronics, transport and 
 energy applications continues to accumulate scale for the eventual 
 recycling industry ...",4 Nov 2019
Batteries: Post-lithium technology: High-energy-density ...,"Batteries: Post-lithium technology. High-energy-density polymeric cathode 
 for fast-charge sodium- and multivalent-ion batteries. Date: November 4, 
 2019 ...",4 Nov 2019
Ford built an electric Mustang with a manual transmission. And we’re mad.,"Ford and Webasto revealed Tuesday the “Mustang Lithium” high-performance 
 battery electric vehicle at the Specialty Equipment Market Association 
 (SEMA) trade ...",5 Nov 2019
How This Mumbai-Based Startup Is Using AI/ML To Improve ...,"... learning to build technologies that improve the life and performance of 
 lithium-ion batteries which power electric vehicles and energy storage 
 systems.",5 Nov 2019
Livent CEO sees 'difficult environment' for lithium producers,"(Reuters) - The lithium industry is working through ""difficult"" times due 
 to low prices for the battery metal and global oversupply concerns, ...",6 Nov 2019
Recycling cars’ lithium batteries is more complicated than you might think,"But that's absolutely not the case for the other growing use of lithium 
 batteries: electric vehicles. These lithium batteries weigh hundreds of 
 kilograms and ...",6 Nov 2019
