Title,Content,Time
Digicel Extends Expiration Date Of Its Tender Offers And DIFL ...,"Digicel is also amending the consideration payable in connection with the 
previously announced Tender Offer for the Existing DL 2023 Notes to the 
amounts set ...",28 Apr 2020
"Tender baja RM118 juta, bekas KPSU ditahan","Sumber berkata, tender itu diberikan kepada tiga syarikat milik individu 
yang sama berjumlah RM118 juta bagi tempoh dua tahun dari 2019 hingga 2020. 
""Ketika ini ...",5 Oct 2020
Verizon recommends stockholders reject mini-tender offer ...,"NEW YORK – Verizon Communications Inc. (“Verizon”) received notice of a 
""mini-tender"" offer by Ponos Industries LLC (“Ponos”) and recommends that 
its ...",10 Jul 2020
Tender Shack: Austin's new fried chicken ghost kitchen ...,"Bloomin', the parent company of Outback Steakhouse, Carrabba's Italian 
Grill, Bonefish Grill and Fleming's Prime Steakhouse and Wine Bar, first 
launched Tender ...",14 Oct 2020
Bids please: Shell issues key tender for Malaysia deep-water ...,"Bids please: Shell issues key tender for Malaysia deep-water gas project. 
Anglo-Dutch supermajor progressing sweet gas development off Sarawak.",22 Oct 2020
Deputy minister sidesteps call to reveal 101 direct-tender ...,"Instead, Rahim (above) defended direct tenders and said this was only an 
issue because Harapan had allegedly promised to stop practising the method 
in ...",25 Aug 2020
Adult education budget tender delayed again,"An upcoming tender for the national adult education budget has been delayed 
– again. The Education and Skills Funding Agency had planned to launch the 
re- ...",20 Nov 2020
JPMorgan Chase Announces Any and All Cash Tender Offer ...,"The tender offer is not conditioned upon the tender of any minimum 
principal amount of Securities. Subject to applicable law, J.P. Morgan 
Securities may, at its ...",14 Sep 2020
Tender process launched for new World Rallycross promoter,"""From 2022, World RX will become fully electric as part of the FIA's 
long-term vision for the sport, which was first revealed in 2019."" No 
invitation to tender ...",14 Oct 2020
"Huawei, ZTE obtain majority of China Mobile 5G tender: Report","In its first tender, conducted in 2019, the operator selected Nokia and 
Ericsson as well as Chinese vendors Huawei and ZTE. The rollout of 5G by 
China ...",2 Apr 2020
AES Announces Early Results of Tender Offers For Certain ...,"30 (the ""Aggregate Purchase Price"") and is amending the aggregate maximum 
tender cap to an aggregate principal amount of Securities that would not 
result in an ...",4 Jun 2020
Success of the Tender Offer Initiated by Mediawan Alliance ...,"Mediawan Alliance (BidCo Breteuil)1 welcomes the outcome of the public 
tender offer (the “Offer”) for Mediawan's (Paris:MDW) shares and warrants 
published today ...",8 Oct 2020
Denmark launches tender for Thor,"Denmark has launched the tender for the up-to 1GW Thor project – the first 
Danish offshore wind farm to be awarded under a new permitting process.",25 Sep 2020
Pengarah urusan direman kes penyelewengan tender RM22 juta,"ALOR SETAR: Seorang pengarah urusan syarikat pembersihan direman tujuh 
hari, bermula hari ini, bagi membantu siasatan kes penyelewengan tender 
pembersihan ...",29 Sep 2020
China moves to make digital yuan legal tender,"China moves to make digital yuan legal tender ... BEIJING -- China began a 
process Friday to give legal backing for a digital version of its currency, 
positioning ...",24 Oct 2020
United Technologies Announces Early Tender Results and ...,"Includes the early tender payment of $30.00 per $1,000 principal amount of 
Notes for each series. *. Denotes a series of Notes for which the 
calculation of the ...",27 Feb 2020
"Suzano announces cash tender offers for notes due 2024, 2025 and 2026","The Offers are not contingent upon the tender of any minimum principal 
amount of Notes. The Offerors' obligation to complete an Offer with respect 
to a ...",2 Sep 2020
DSPCR Chapter 16: conducting the tendering exercise,"how to assess tenders against the contract award criteria; the conduct of 
post-tender negotiations, where permitted; legally compliant methods to 
choose the ...",31 Dec 2020
Dukovany tender postponed pending parliamentary unity ...,"The tender for the construction of a new unit at the Dukovany nuclear power 
plant in the Czech Republic has been postponed from the end of this year to 
2021 ...",10 Dec 2020
Tender Corporation Announces Adventure Ready Brands As ...,"LITTLETON, N.H., June 9, 2020 /PRNewswire/ -- Tender Corporation, which 
markets a range of best-in-class first aid, insect repellent and outdoor 
recreation ...",9 Jun 2020
Petrobras launches huge tender for flexible risers off Brazil,"Mega tender: the Cidade de Angra dos Reis FPSO producing in the Tupi 
(formerly Lula) pre-salt field where Petrobras experienced problems with 
flexible ...",8 Sep 2020
Morocco seeks to pre-qualify bidders in 400-MW solar tender,"February 3 (Renewables Now) - Masen, the Moroccan Agency for Sustainable 
Energy, has launched the call for pre-qualification as part of a tender for 
the ...",3 Feb 2020
"KVDT 2 project for re-tender, not cancelled - Transport Ministry","“However, as to the implementation of KVDT 2, the Cabinet has agreed that 
it is best to reopen the tender for the project in the interest of.",16 Oct 2020
How to bid for government contracts as an SME effectively,"UK e-tendering service, Find a Tender Service (FTS) is the online service 
where all UK public and utilities sector contracts over £118,000 are 
listed; public ...",8 Sep 2020
Should You Tender Wipro/TCS Shares In Buyback In Record High Market?,"Experts advise to hold TCS shares for long term and opt for Wipro buyback. 
For short term gains, experts advise investors to tender their shares in 
the buyback ...",10 Dec 2020
Maiden Amends Tender Offer to Purchase 3300000 Shares of ...,"Maiden Amends Tender Offer to Purchase 3,300,000 Shares of Each Series of 
its Preference Shares, Series A, Series C and Series D for an Aggregate 
Purchase Price ...",20 Nov 2020
Marriott International Announces Expiration and Results of its ...,"The Tender Offer Documents provided that if the aggregate Total 
Consideration (which excludes the aggregate Accrued Coupon Payment) for all 
Notes validly ...",22 Jun 2020
Ravens give C Matt Skura low RFA tender,"The first-round tender, second-round tender and original-round tender all 
come with different salary cap hits and act as a one-year contract. Since 
Skura was an ...",16 Mar 2020
Rail Baltica launches tender for electrification engineering ...,"Baltic States joint venture (JV) RB Rail has launched a tender for the 
procurement of electrification engineering services.",17 Apr 2020
Pengarah syarikat didakwa guna dokumen palsu dapatkan tender RM10 juta,"Kesemua dokumen digunakan dengan tujuan untuk mendapatkan tender 'Agensi 
Pengiklanan Global Dan Promosi Tourism Malaysia' secara Permintaan Untuk 
Cadangan, ...",27 Jul 2020
'It's totally outrageous': Investors urge review of solar tender,"The Ministry of Electricity and Energy has issued a tender for 1,060 
megawatts of on-grid solar power but given investors just a month to 
prepare bids at a ...",22 May 2020
"Procurement at FCDO - Foreign, Commonwealth & ...","For any questions on current tenders, refer to the tender documentation and 
direct any questions to the relevant contract officer via the supplier 
portals.",2 Sep 2020
Leader emerges in China gas hydrates drillship tender,"Leader emerges in China gas hydrates drillship tender. CIMC Raffles 
low-bidder for ultra-deepwater vessel lined up to drill China's deepest 
offshore methane ...",3 Sep 2020
Tender projek KVDT2 dibuka semula susulan pelbagai input,"KUALA LUMPUR: Kementerian Pengangkutan menegaskan keputusan membuka semula 
tender projek Landasan Berkembar Lembah Klang atau Klang Valley Double 
Track ...",29 Aug 2020
Novartis completes tender offer for all outstanding shares,"Basel, January 6, 2020 — Novartis AG (NYSE: NVS) (“Novartis”) today 
announced the successful completion of the previously announced tender 
offer by its ...",6 Jan 2020
Nigeria issues tender for coveted crude term contracts,"15, according to the tender document released by NNPC. The document 
specifies that refiners, companies forming part of a 
government-to-government arrangement, ...",2 Sep 2020
Uzbekistan shortlists 54 bidders in 200-MW solar tender,"License: Creative Commons, Attribution 2.0 Generic. March 9 (Renewables 
Now) - The government of Uzbekistan has shortlisted 54 bidders to take part 
in a tender ...",9 Mar 2020
NorgesGruppen Eyes Local Offshore Wind Tender,"NorgesGruppen and its ASKO Fornybar have entered into a collaboration with 
Norseman Wind to potentially participate in the upcoming offshore wind 
tender in ...",20 Nov 2020
Chinese companies dominate Myanmar solar tender | News,"When bids were opened in Myanmar's 1.06 gigawatt solar power tender on 9 
September, a few names were repeated over and over: Sungrow Power Supply Co 
Ltd and ...",23 Sep 2020
Home Business News Pharmaniaga primed to win vaccine ...,"The counter of Pharmaniaga Bhd, which is poised to secure the government's 
Covid-19 vaccine distribution tender, surged 0.9% or 50 sen to close at 
RM5.60 ...",18 Nov 2020
Minister: Germany should start world's first green-hydrogen ...,"The German environment minister has called for the world's first 
green-hydrogen tender to begin next year, starting at 5,000 tonnes and 
rising by the same ...",18 Feb 2020
India Prepares For New Fighter Tender,"This “single-engine only” competition was then widened to allow all of the 
twin-engine aircraft that participated in the original M-MRCA tender—with 
Russia's ...",6 Feb 2020
"More tender news seen for construction sector, ECRL included","Some of the tender news expected to be revealed are in relation to the East 
Coast Rail Link (ECRL) (RM44bil), Pan Borneo Sabah (RM12.3bil), Sarawak 
Coastal Road ...",7 Jan 2020
Occidental Announces Early Tender Results in Cash Tender ...,"HOUSTON, Aug. 25, 2020 (GLOBE NEWSWIRE) -- Occidental (NYSE: OXY) today 
announced the early tender results for the 2021 Notes (as defined below) 
in ...",25 Aug 2020
The Bulldog-Ancora Group Terminates its Tender Offer for ...,"The Bulldog-Ancora Group Terminates its Tender Offer for Shares of Adams 
Natural Resources Fund. August 04, 2020 09:33 AM Eastern Daylight Time. 
SADDLE BROOK, ...",4 Aug 2020
Tunisia kicks off new 70-MW solar tender,"Attribution-ShareAlike 2.0 Generic. September 25 (Renewables Now) - The 
government of Tunisia has issued a fourth tender for solar photovoltaic 
(PV) projects, ...",25 Sep 2020
Greece wraps up PV tender with record-breaking €0.04911 ...,"Greece held its last round of renewable energy tenders in Athens on ... The 
tender resulted in a record-breaking tariff of €0.04911/kWh for a 200 MW 
solar ...",3 Apr 2020
Kenderaan menteri: Tender diberi kepada kereta Proton bukan Vellfire,"“Jawatankuasa penilaian tender, yang dianggotai oleh penjawat awam kanan 
daripada pelbagai agensi terlibat sebagai penilai termasuk Jabatan Kerja 
Raya, ...",1 Feb 2020
Non-tender cutoff may force flurry of moves,"All 30 clubs must decide whether to tender contracts to players with fewer 
than six years of big league service time by 8 ET tonight. That includes 
any player ...",2 Dec 2020
"Buckeye Partners, L.P. Announces Cash Tender Offer and Consent Solicitation 
for Its Notes Due 2021","In conjunction with the Tender Offer, Buckeye is also soliciting consents 
(the “Consent Solicitation”) from the holders of the Notes for the adoption 
of ...",10 Feb 2020
Tender processes launched in Nordic territories for media ...,"FIFA has opened two invitations to tender (ITT) for the media rights to 
FIFA's flagship men's and women's competitions, as well as FIFA Additional 
Events, ...",7 Oct 2020
Merck Recommends Rejection of TRC Capital's “Mini-Tender ...,"This mini-tender offer is at a price below the closing price for Merck's 
shares (as of the day prior to the offer) and is subject to numerous 
conditions, ...",20 Mar 2020
Pavilion Tenders for LNG With Carbon Offsets to Cut Emissions,"For the First Time, LNG Buyer Seeks Fuel With Pollution Credits · Pavilion 
Energy issues tender for LNG supply to Singapore · Tender seeks reporting 
on emissions ...",1 Apr 2020
Call for tender – Purchase of services on the development and ...,"Call for tender – Purchase of services on the development and production of 
interactive online training courses on elections for voters (Basic 
Level, ...",1 Jul 2020
Of direct negotiations and open tenders,"The criticism over the nature of RFP as open tender stemmed from the 
ignorance of classification of procurement approaches. Any procurement 
method subjected to ...",8 Sep 2020
Incheon International pushes back T1 tender timing and alters ...,"Tender registration, which was set for the period between 7 and 14 
September, has been delayed to 14-21 September. The Business & Financial 
Proposal ...",1 Sep 2020
"Buckeye Partners, LP Announces Early Tender Results and ...","Buckeye Partners, L.P. Announces Early Tender Results and Receipt of 
Requisite Consents for Its 4.875% Notes Due 2021. February 25, 2020 09:00 
ET ...",25 Feb 2020
SECI launches new solar-plus-storage tender,"Launch of the process follows a flurry of recent solar tenders in India as 
the country ramps up efforts to meet its 2022 goal of 175GW installed 
renewable ...",15 Sep 2020
Israel awards 168 MW in first solar-storage quota tender,"July 16 (Renewables Now) - Israel has awarded quotas for 168 MW of 
solar-plus-storage capacity in a tender that set up a final tariff of ILS 
0.199 (USD ...",16 Jul 2020
Nokia misses massive China Mobile 5G tender,"In its first tender, conducted in 2019, the operator selected Nokia and 
Ericsson alongside Huawei and ZTE, so the absence of the Finnish vendor in 
the second ...",1 Apr 2020
Vietnam targets floating solar projects with pilot renewable ...,"The draft points at tenders in Brazil, Portugal, Malaysia, India and 
neighbour Cambodia, specifically singling out the US$38.77/MWh tariff 
scored by a 60MW PV ...",6 Jan 2020
Malaysia launches 1 GW solar tender – pv magazine ...,"Malaysia launches 1 GW solar tender. Sunday will herald the largest PV 
procurement exercise ever held in Malaysia. Half the available capacity 
will be directed ...",29 May 2020
Labuan port sacks operator who reported tender conspiracy,"PETALING JAYA: A port operator who reported the Labuan Port Authority to 
the Malaysian Anti-Corruption Commission over an alleged conspiracy over 
tenders is ...",19 Jan 2020
"Stadler wins €3bn tender for supply of 1,500 cars to BVG","Swiss rolling stock manufacturer Stadler has won the tender for a €3bn 
framework agreement for the supply of 1,500 cars to Germany's Berliner ...",23 Mar 2020
New Call for Tender for the Provision of Consultancy Services ...,"The Council of Europe is currently implementing its intergovernmental 
programme “Education for Democracy 2020-2021” as adopted by the Committee 
of Ministers ...",30 Jun 2020
Myanmar's 1 GW solar tender concludes with lowest bid of ...,"Myanmar's Ministry of Electricity and Energy (MOEE) has concluded a 1 GW PV 
tender it launched in May by allocating all of the procured capacity.",24 Sep 2020
"Maleny Dairies overwhelmed by support since losing government tender to 
international companies","The LNP has launched a petition asking for the tender to be reviewed by the 
Queensland Government; The state's Health Minister says the government's 
'Buy ...",21 Jan 2020
Chandigarh issues tender for complete privatisation of power ...,"Becoming the first Union Territory to offer its power distribution company 
for complete privatisation, Chandigarh has issued a tender inviting bids 
for the ...",10 Nov 2020
Sugar mills seek third ethanol supply tender from OMCs on ...,"The three OMCs have floated a second tender for ethanol supply to the 
petrol-blending programme. They want a total of 2.53 billion litres, for 
supply ...",6 Apr 2020
Egypt scraps 200-MW solar tender in west Nile - report,"August 10 (Renewables Now) - Egypt has cancelled plans for a tender for the 
installation of a 200-MW solar photovoltaic (PV) project amid falling 
power ...",10 Aug 2020
Russia set to hold next wind power tender 'in December ...,"Russia's government plans to hold its next wind power tender in December 
2020, but there are question marks regarding projects from past wind 
auctions due ...",16 Apr 2020
Germany to extend coal plant phase-out tenders to 2027,"Germany will extend phase-out tenders for hard coal-fired power plants by 
one year to the end of 2027, giving operators more time to try and claim ...",30 Jun 2020
Abu Dhabi's 1.5 GW tender draws world record low solar bid ...,"The tariff is around $0.0021 lower than the $0.0156/kWh French oil giant 
Total and Japanese conglomerate Marubeni Corp offered in Qatar's 800 MW 
tender in ...",28 Apr 2020
"Germany's Dec tender awards 664 MW of wind, solar","Wind farm in Germany. Author: Marco Verch. December 22 (Renewables Now) - 
Germany's latest mixed-technology tender was oversubscribed, awarding close 
to 400 MW ...",22 Dec 2020
Gauteng PPE tender corruption uncovered,"Gauteng PPE tender corruption uncovered ... A Gauteng Health Department 
official linked to the personal protective equipment (PPE) procurement 
scandal has this ...",9 Aug 2020
Brexit and Public Procurement,"From 1 January 2021, the new e-tender service 'Find a Tender' will replace 
the Official Journal of the European Union in the UK for above threshold 
tenders. The ...",12 Nov 2020
"Thackeray memorial: Lowest bidder quotes above estimated cost, MMRDA 
cancels tender","THE MUMBAI Metropolitan Region Development Authority (MMRDA) has canceled 
the tender floated for the construction of the Balasaheb Thackeray 
National ...",11 Mar 2020
"New round, same result: PV takes it all in Germany's wind ...","The final result of Germany's latest mixed tender for large-scale PV and 
onshore wind power projects held this month was not surprising.",25 Nov 2020
'New milestone': Total and EDF secure massive capacity at ...,"The JV dedicated to the Indian PV market won two 450MW projects during the 
last tenders organised by the Solar Energy Corporation of India (SECI VIII 
and ...",1 Oct 2020
Centrus Announces Final Results of Its Cash Tender Offer to ...,"Pursuant to the terms of the tender offer, the Company has accepted for 
purchase 62,854 Series B Preferred Shares at a purchase price of $954.59 
per share on a ...",20 Nov 2020
Adani bids for entire 6.4GW solar tender,"The Adani Group has bid for the entire 6.4 gigawatts (GW) capacity aimed at 
powering the farms of Andhra Pradesh as part of India's largest solar 
tender, ...",31 Dec 2020
France's Voltalia wins 140 MW solar park tender in Albania ...,"Photo by: Voltalia (www.voltalia.com). TIRANA (Albania), May 28 (SeeNews) - 
French renewables company Voltalia has won a tender for the construction 
and ...",28 May 2020
Bee Street Extends Cash Tender Offer to Purchase All ...,"Bee Street Extends Cash Tender Offer to Purchase All Outstanding Common 
Stock of Continental Materials Corporation (CUO). Offer Now Scheduled to 
Expire at ...",6 Apr 2020
Cabut undi tender kerajaan disiar secara langsung,"Cabut undi tender kerajaan disiar secara langsung. Mohd Iskandar Ibrahim 
dan Alzahrin Alias. Mei 12, 2020 @ 12:11am. bhnews@bh.com.my.",12 May 2020
Who's in the frame for Petrobras maintenance services mega ...,"Brazilian oil giant Petrobras is set to receive commercial proposals in a 
major tender to contract a wide range of maintenance ...",5 Oct 2020
Golar Power barred from Brazil tender as Car Wash probe ...,"Petrobras had already signaled that it would review Golar Power's 
participation in the tender on GRC grounds after the company's chief 
executive, ...",2 Oct 2020
Tata emerges as lowest bidder for tender to construct new Parliament complex,"Tata Projects Limited emerged as the lower of the two bidders for the 
tender to construct the new Parliament complex by quoting a bid of ₹861.90 
crore when ...",17 Sep 2020
Tender launched for 14.8 MW/40.9 MWh of solar+storage in ...,"Tender launched for 14.8 MW/40.9 MWh of solar+storage in Ecuador. The 
Conolophus project, to be built on Santa Cruz Island in Galapagos National 
Park, will ...",18 Jun 2020
DfE tender reveals plans to design 'new training model' for adults,"DfE tender reveals plans to design 'new training model' for adults ... The 
national retraining scheme has taken another step forward after the 
government began ...",16 Jul 2020
Tender for Malaysian consulate building in Hong Kong put on ...,"“The tender has been put on hold, ” an industry source said. The current 
viral outbreak has worsened the overall property market there, a property 
source based ...",12 Feb 2020
Salahuddin pertahan Nafas terima RM1.4 bilion tender rundingan terus,"KUALA LUMPUR - Pertubuhan Peladang Kebangsaan (Nafas) menerima tender 
secara rundingan terus bernilai RM1.4 bilion semasa Pakatan Harapan (PH) 
mentadbir ...",26 Aug 2020
Tender for 504 LRVs worth €4bn launched,"The tender was launched by Albtal Transport Company (AVG), Karlsruhe 
Transport Authority (VBK), Saarbahn, the State of Salzburg, the Neckar-Alb 
tram-train ...",7 Aug 2020
"$1, $2 among Canadian bills set to lose legal tender status in ...","The Bank of Canada (BoC) issued a reminder on Thursday that hundreds of 
millions of $1, $2, $25, $500, and $1,000 bank notes will have their legal 
tender ...",22 Nov 2020
Major turnaround at Petrobras deep-water rig tender off Brazil,"Brazilian state-controlled oil giant Petrobras has unveiled the final 
results in its tender to contract up to two deep-water drilling ...",17 Nov 2020
Renfe's new MaaS platform out to tender,"Renfe's new MaaS platform out to tender ... Renfe says it expects its 
multimodal mobility platform to generate 1.8 million new rail journeys in 
its first five ...",3 Dec 2020
Malaysia eyes pandemic recovery with 1GW new solar tender,"According to its estimates, the 1GWac tender is expected to unlock 4 
billion Malaysian ringgit (US$927 million) in investment and create 12,000 
new jobs. To ...",1 Jun 2020
"Elijah Wilkinson, Mike Purcell highlight list of Broncos to sign ...","The Broncos placed second-round tenders on both players ahead of free 
agency, which began March 18. The tender allowed the Broncos to receive 
compensation if ...",18 Apr 2020
Rosneft opens large seismic tender for Sakhalin offshore block,"Rosneft opens large seismic tender for Sakhalin offshore block. Russian 
largest oil producer also reveals plans to focus on large oil and gas 
greenfields ...",8 Dec 2020
Lowest shortlisted bid in Saudi 1.47 GW tender was $0.0161 ...,"Prospective developers submitted four bids for the first of the two 
tenders, which was launched in July, the Renewable Energy Project 
Development Office (REPDO) ...",3 Apr 2020
Uzbekistan launches 400 MW solar tender – pv magazine ...,"Uzbekistan launches 400 MW solar tender. The central Asian nation and the 
International Finance Corporation are seeking proposals for two 200 MW 
solar parks ...",24 Feb 2020
Solarpack lands solar PPA for 116 MW in Malaysian tender,"The deal to sell electricity for MYR 231.8 (USD 56.7/EUR 50.6) per MWh was 
awarded to Solarpack in a competitive tender launched by the Malaysian 
energy ...",2 Jan 2020
Shell-Eneco wins Dutch offshore wind zero subsidy tender ...,"The CrossWind consortium of oil supermajor Shell and Dutch utility Eneco 
has won the latest zero subsidy offshore wind tender in the Netherlands, ...",29 Jul 2020
Italy's Cattolica to tender its UBI Banca shares in Intesa bid,"MI said on Monday it will tender all of its UBI Banca UBI.MI shares to the 
takeover bid launched by Intesa Sanpaolo on its smaller rival.",13 Jul 2020
Chris Yan shares his grandma's tender red–braised pork belly,"If the meat is braised in a pot, the pork fat will be tender, but the meat 
will be slightly dry, although still tasty. Photographs by Chris Yan. Feels 
like home ...",20 Apr 2020
Four face off in Petrobras rig tender for Mero pre-salt field,"Four drilling contractors have been qualified in a Petrobras tender to 
charter one or more rigs for use in the Mero pre-salt ...",28 Jul 2020
What is a public tender?,"This process is referred to as publishing an 'Invitation to Tender' or 
'ITT', and the associated documents have become more commonly known as 
tenders.",1 Dec 2020
Hamburger Hochbahn issues tender for 50 fuel cell buses,"The invitation to tender consists of four lots. Hochbahn will purchase both 
pure fuel cell hybrid buses and battery-electric buses in which the fuel 
cell serves ...",19 Aug 2020
Tory-linked PR firm granted £3m Covid-19 contract without tender,"Under emergency Covid-19 regulations that allow the government to ditch 
usual competitive tendering practices, no tender was conducted to allow 
other ...",3 Aug 2020
Projek pusat kecemerlangan persenjataan kini dalam proses tender,"“Kita (Kementerian Pertahanan) dalam proses untuk tender (projek itu),” 
katanya ketika ditemui pemberita selepas program ramah mesra bersama 
veteran ...",28 Jun 2020
John Legend cooks kid-friendly chicken tenders; try this simple recipe,"The All of Me singer's wife Chrissy Teigen recently posted a video on her 
YouTube channel, in which he is seen cooking chicken tenders for his kids.",25 Aug 2020
"'No basis' to reopen KVDT 2 project tender, claims contractor","'No basis' to reopen KVDT 2 project tender, claims contractor. 31 Aug 2020, 
7:59 am. Updated a year ago. A. +. A. -. The Perikatan Nasional government 
has ...",31 Aug 2020
Qatar Petroleum Trading participates in Pakistan LNG tender for first time,"ISLAMABAD/SINGAPORE (Reuters) - Qatar Petroleum's newly formed trading unit 
participated in a buy tender by Pakistan LNG for the supply of liquefied 
natural ...",10 Dec 2020
'Azmin lupa tender sudah dibentang kepada Kabinet',"KUALA LUMPUR - Bekas Menteri Kewangan, Lim Guan Eng hari ini mendakwa 
Menteri Kanan (Ekonomi), Datuk Seri Mohamed Azmin Ali mungkin terlupa 
bahawa tender ...",25 Aug 2020
Minnesota Twins non-tender Eddie Rosario,"The Twins also decided to non-tender reliever Matt Wisler prior to MLB's 
deadline. They reached one-year deals with five of their 
arbitration-eligible ...",2 Dec 2020
Nabors Announces Cash Tender Offers and Consent ...,"(the ""Company"") has commenced cash tender offers (collectively, the ""Tender 
Offers,"" and each offer to purchase a series of notes individually, a 
""Tender Offer"") ...",6 Jan 2020
Procter & Gamble Announces Pricing of Its Debt Tender Offer,"The tender offer is being made solely pursuant to P&G's Offer to Purchase, 
dated October 13, 2020, and the related Letter of Transmittal, as 
previously amended.",27 Oct 2020
"Kapten TUDM, pengarah syarikat didakwa tipu tender","... atas pertuduhan menipu membabitkan tawaran tender pembekalan dan 
penghantaran cat marin untuk Tentera Laut Diraja Malaysia (TLDM) berjumlah 
RM250,000.",28 Jan 2020
Tender for 200 Munich S-Bahn EMUs launched,"DB Regio has published a tender for up to 200 EMUs to operate on the Munich 
S-Bahn, including an option for up to 90 EMUs, which will replace the 
existing ...",16 Oct 2020
DfE launches tender for 8 new Institutes of Technology,"DfE launches tender for 8 new Institutes of Technology. Billy Camden · 1. 
Thu 8th Oct 2020, 17.46. tuition fund. A competition to create the next 
wave of ...",8 Oct 2020
Zafrul reveals Harapan-era direct tenders and 9 news you ...,"... by the Pakatan Harapan administration without open tender, which his 
predecessor Lim Guan Eng pledged to expose as “lies” at a press conference 
today.",26 Aug 2020
Japan's NTT completes tender offer for NTT Docomo,"TOKYO, Nov 17 (Reuters) - Japan's Nippon Telegraph and Telephone Corp (NTT) 
said on Tuesday it has completed a tender offer for its wireless carrier ...",16 Nov 2020
Salt weighs lawsuit against Sunrise over Liberty Global's $7.4 billion offer,"“This scenario of an unsolicited tender offer was explicitly catered for in 
the agreement between Sunrise and Salt,” Sunrise said in a statement. 
“Sunrise has ...",27 Aug 2020
France's Voltalia wins Albanian solar park contract,"TIRANA, May 27 (Reuters) - French renewables company Voltalia SA has won a 
tender to build a 140 megawatt (MW) photovoltaic park in Albania after 
offering ...",27 May 2020
Five Potential Bidders in the Polish Tactical Battlefield ...,"The former tender, concerning the tactical battlefield simulation systems, 
had been going on for four years (since 2015), with resolution happening 
last ...",8 Jan 2020
"China's State Grid to resume some tenders, energy projects","UL], the world's single-largest copper buyer, plans to resume some tenders 
and building of infrastructure projects, including a power network for the 
2020 ...",7 Feb 2020
"2020 NFL free agency news: Jacksonville Jaguars apply exclusive rights 
tender on LB Austin Calitro","Jaguars are giving LB Austin Calitro an exclusive rights tender to keep him 
around. He appeared in 13 games in 2019, and posted 10-plus tackles in two 
of ...",17 Mar 2020
"Second China state-backed group tests offshore bondholder mood with 
restructuring deal","Investors owning 54% of the bonds accepted the offer, according to the 
tender results released on Tuesday evening, only slightly outweighing those 
who said ...",18 Feb 2020
"A White, White Day review – a tender Icelandic thriller","A White, White Day review – a tender Icelandic thriller. A widower is torn 
between love and grief in Hlynur Pálmason's powerful existential drama.",5 Jul 2020
Denmark to end oil and gas hunt in North Sea in 2050,"The cancelled tender and an end-date in 2050 would translate into a total 
loss of 13 billion Danish crowns ($2.1 billion), the Ministry of Climate, 
Energy and ...",3 Dec 2020
Veteran firefighters tender back-to-back resignations in ...,"Veteran firefighters tender back-to-back resignations in Falmouth. Erik 
Knudsen and Sarah Beliveau both submitted their resignations from the 
Falmouth Fire ...",27 Oct 2020
UPDATE 1-Italian cabinet approves 'mother of all reforms' to slash red tape,"Streamlines tender process for public works ... covers a raft of sectors 
such as public tenders, digitalisation, rules for corporate capital 
increases and ...",7 Jul 2020
UPDATE 1-Etihad Airways sells $600 mln in 'transition' sukuk,"The airline also invited holders of its outstanding $1.5 billion sukuk due 
in 2021 to tender those notes for purchase by Etihad for cash, which ended 
on ...",28 Oct 2020
Slideshow Why Does My Calf Muscle Hurt?,"If either breaks or cracks, your calf may be tender, swollen, or bruised. 
Walking may be painful, and your lower leg may look shorter than it should.",24 Jul 2020
The scooter battle for New York City is on,"The city, following a seven-month tender process, granted Lime, Dott and 
Tier Mobility permits. Bird, which just a year ago made a big bet on the 
French ...",30 Oct 2020
"Pain in the Corner of Your Eye: Causes, Symptoms, Treatment","A sty can be very painful, and the area around the sty is usually very 
tender and sensitive to touch. A chalazion isn't usually painful.",21 Dec 2020
North Macedonia wins EU praise for pioneering coal-to-solar shift,"According to the tender documentation, the winner will be the bidder 
offering the highest percentage of income from the electricity sold on the 
free market. The ...",19 Feb 2020
Brazil's Petrobras says board member Lins tenders resignation: filing,"Brazil's Petrobras says board member Lins tenders resignation: filing. By 
Reuters Staff. 1 Min Read. FILE PHOTO: A logo of Brazil's state-run 
Petrobras oil ...",2 Jan 2020
The Best Soothing Nipple Covers for Nursing Moms,"Medela Tender Care HydroGel Soothing Gel Pads. Medela's Tender Care 
Hydrogel Pads combine instant cooling relief with a comfortable, contoured 
shape for easy ...",18 Feb 2020
'I know your favourite drink': Chinese smart city to put AI in charge,"... when you show up, even though it's the first time you're there, the bar 
tender knows your favourite drink,” said BIG founding partner Bjarke Ingels.",3 Dec 2020
"Pakistan invites bids for record six LNG spot cargoes for December as gas 
crisis looms","The country has advertised tenders for delivery of two cargoes in August, 
three in September, two in October and three in November.",4 Oct 2020
Xerox abandons $35 billion hostile bid for HP,"... annual meeting of shareholders in May, but will now abandon this effort 
as well as its tender offer for HP's shares, the company said in a 
statement.",31 Mar 2020
Countries turn to rapid antigen tests to contain second wave of COVID-19,"The United States and Canada are also buying millions of tests, as is 
Italy, whose recent tender for 5 million tests attracted offers from 35 
companies.",13 Oct 2020
U.S billionaire Friedkin completes takeover of AS Roma,"... announced the acquisition of the 86.6% majority stake in the club and 
they will launch a mandatory tender offer upon the publicly held ordinary 
shares.",17 Aug 2020
Exclusive: Argentina bondholder group ACC makes new debt offer to government,"The offer also has 66 2/3 eligibility clause, meaning that the exchange 
should only go ahead if this amount of bonds tender.",2 Jul 2020
